"","p","pos","u","sim","target_fdr","method","empirical_fdr","power","n_selected"
"1",200,100,0,1,0.05,"LDA-KF",0.382352941176471,0.7,34
"2",200,100,0,2,0.05,"LDA-KF",0.142857142857143,0.6,21
"3",200,100,0,3,0.05,"LDA-KF",0.285714285714286,0.5,21
"4",200,100,0,4,0.05,"LDA-KF",0,0,0
"5",200,100,0,5,0.05,"LDA-KF",0,0,0
"6",200,100,0,6,0.05,"LDA-KF",0,0,0
"7",200,100,0,7,0.05,"LDA-KF",0.552631578947368,0.566666666666667,38
"8",200,100,0,8,0.05,"LDA-KF",0.19047619047619,0.566666666666667,21
"9",200,100,0,9,0.05,"LDA-KF",0.238095238095238,0.533333333333333,21
"10",200,100,0,10,0.05,"LDA-KF",0,0,0
"11",200,100,0,11,0.05,"LDA-KF",0,0,0
"12",200,100,0,12,0.05,"LDA-KF",0.260869565217391,0.566666666666667,23
"13",200,100,0,13,0.05,"LDA-KF",0.65625,0.366666666666667,32
"14",200,100,0,14,0.05,"LDA-KF",0,0,0
"15",200,100,0,15,0.05,"LDA-KF",0.142857142857143,0.6,21
"16",200,100,0,16,0.05,"LDA-KF",0,0.666666666666667,20
"17",200,100,0,17,0.05,"LDA-KF",0,0,0
"18",200,100,0,18,0.05,"LDA-KF",0,0,0
"19",200,100,0,19,0.05,"LDA-KF",0.181818181818182,0.6,22
"20",200,100,0,20,0.05,"LDA-KF",0,0,0
"21",200,100,0,21,0.05,"LDA-KF",0,0,0
"22",200,100,0,22,0.05,"LDA-KF",0,0,0
"23",200,100,0,23,0.05,"LDA-KF",0.208333333333333,0.633333333333333,24
"24",200,100,0,24,0.05,"LDA-KF",0.19047619047619,0.566666666666667,21
"25",200,100,0,25,0.05,"LDA-KF",0,0,0
"26",200,100,0,26,0.05,"LDA-KF",0.238095238095238,0.533333333333333,21
"27",200,100,0,27,0.05,"LDA-KF",0,0,0
"28",200,100,0,28,0.05,"LDA-KF",0,0,0
"29",200,100,0,29,0.05,"LDA-KF",0,0,0
"30",200,100,0,30,0.05,"LDA-KF",0,0,0
"31",200,100,0,31,0.05,"LDA-KF",0.0952380952380952,0.633333333333333,21
"32",200,100,0,32,0.05,"LDA-KF",0.40625,0.633333333333333,32
"33",200,100,0,33,0.05,"LDA-KF",0,0,0
"34",200,100,0,34,0.05,"LDA-KF",0,0,0
"35",200,100,0,35,0.05,"LDA-KF",0,0,0
"36",200,100,0,36,0.05,"LDA-KF",0.357142857142857,0.6,28
"37",200,100,0,37,0.05,"LDA-KF",0,0,0
"38",200,100,0,38,0.05,"LDA-KF",0.16,0.7,25
"39",200,100,0,39,0.05,"LDA-KF",0.0952380952380952,0.633333333333333,21
"40",200,100,0,40,0.05,"LDA-KF",0,0,0
"41",200,100,0,41,0.05,"LDA-KF",0,0,0
"42",200,100,0,42,0.05,"LDA-KF",0,0,0
"43",200,100,0,43,0.05,"LDA-KF",0.675,0.433333333333333,40
"44",200,100,0,44,0.05,"LDA-KF",0.19047619047619,0.566666666666667,21
"45",200,100,0,45,0.05,"LDA-KF",0,0,0
"46",200,100,0,46,0.05,"LDA-KF",0.2,0.533333333333333,20
"47",200,100,0,47,0.05,"LDA-KF",0,0,0
"48",200,100,0,48,0.05,"LDA-KF",0.136363636363636,0.633333333333333,22
"49",200,100,0,49,0.05,"LDA-KF",0.2,0.533333333333333,20
"50",200,100,0,50,0.05,"LDA-KF",0.05,0.633333333333333,20
"51",200,100,0,51,0.05,"LDA-KF",0.125,0.7,24
"52",200,100,0,52,0.05,"LDA-KF",0,0,0
"53",200,100,0,53,0.05,"LDA-KF",0.34375,0.7,32
"54",200,100,0,54,0.05,"LDA-KF",0,0,0
"55",200,100,0,55,0.05,"LDA-KF",0,0,0
"56",200,100,0,56,0.05,"LDA-KF",0.19047619047619,0.566666666666667,21
"57",200,100,0,57,0.05,"LDA-KF",0,0,0
"58",200,100,0,58,0.05,"LDA-KF",0,0,0
"59",200,100,0,59,0.05,"LDA-KF",0,0,0
"60",200,100,0,60,0.05,"LDA-KF",0.15,0.566666666666667,20
"61",200,100,0,61,0.05,"LDA-KF",0.347826086956522,0.5,23
"62",200,100,0,62,0.05,"LDA-KF",0.318181818181818,0.5,22
"63",200,100,0,63,0.05,"LDA-KF",0,0,0
"64",200,100,0,64,0.05,"LDA-KF",0.233333333333333,0.766666666666667,30
"65",200,100,0,65,0.05,"LDA-KF",0.181818181818182,0.6,22
"66",200,100,0,66,0.05,"LDA-KF",0,0,0
"67",200,100,0,67,0.05,"LDA-KF",0,0,0
"68",200,100,0,68,0.05,"LDA-KF",0.238095238095238,0.533333333333333,21
"69",200,100,0,69,0.05,"LDA-KF",0.153846153846154,0.733333333333333,26
"70",200,100,0,70,0.05,"LDA-KF",0,0,0
"71",200,100,0,71,0.05,"LDA-KF",0,0,0
"72",200,100,0,72,0.05,"LDA-KF",0.354838709677419,0.666666666666667,31
"73",200,100,0,73,0.05,"LDA-KF",0,0,0
"74",200,100,0,74,0.05,"LDA-KF",0,0,0
"75",200,100,0,75,0.05,"LDA-KF",0.15,0.566666666666667,20
"76",200,100,0,76,0.05,"LDA-KF",0.166666666666667,0.666666666666667,24
"77",200,100,0,77,0.05,"LDA-KF",0,0,0
"78",200,100,0,78,0.05,"LDA-KF",0,0,0
"79",200,100,0,79,0.05,"LDA-KF",0,0,0
"80",200,100,0,80,0.05,"LDA-KF",0,0,0
"81",200,100,0,81,0.05,"LDA-KF",0.318181818181818,0.5,22
"82",200,100,0,82,0.05,"LDA-KF",0.304347826086957,0.533333333333333,23
"83",200,100,0,83,0.05,"LDA-KF",0,0,0
"84",200,100,0,84,0.05,"LDA-KF",0,0,0
"85",200,100,0,85,0.05,"LDA-KF",0.363636363636364,0.466666666666667,22
"86",200,100,0,86,0.05,"LDA-KF",0.238095238095238,0.533333333333333,21
"87",200,100,0,87,0.05,"LDA-KF",0,0,0
"88",200,100,0,88,0.05,"LDA-KF",0,0,0
"89",200,100,0,89,0.05,"LDA-KF",0,0,0
"90",200,100,0,90,0.05,"LDA-KF",0,0,0
"91",200,100,0,91,0.05,"LDA-KF",0,0,0
"92",200,100,0,92,0.05,"LDA-KF",0,0,0
"93",200,100,0,93,0.05,"LDA-KF",0,0,0
"94",200,100,0,94,0.05,"LDA-KF",0.1,0.6,20
"95",200,100,0,95,0.05,"LDA-KF",0.208333333333333,0.633333333333333,24
"96",200,100,0,96,0.05,"LDA-KF",0.296296296296296,0.633333333333333,27
"97",200,100,0,97,0.05,"LDA-KF",0,0,0
"98",200,100,0,98,0.05,"LDA-KF",0.166666666666667,0.666666666666667,24
"99",200,100,0,99,0.05,"LDA-KF",0.16,0.7,25
"100",200,100,0,100,0.05,"LDA-KF",0,0,0
"101",200,100,0,1,0.1,"LDA-KF",0.133333333333333,0.433333333333333,15
"102",200,100,0,2,0.1,"LDA-KF",0.0588235294117647,0.533333333333333,17
"103",200,100,0,3,0.1,"LDA-KF",0.15,0.566666666666667,20
"104",200,100,0,4,0.1,"LDA-KF",0.192307692307692,0.7,26
"105",200,100,0,5,0.1,"LDA-KF",0.125,0.466666666666667,16
"106",200,100,0,6,0.1,"LDA-KF",0.05,0.633333333333333,20
"107",200,100,0,7,0.1,"LDA-KF",0.457142857142857,0.633333333333333,35
"108",200,100,0,8,0.1,"LDA-KF",0.136363636363636,0.633333333333333,22
"109",200,100,0,9,0.1,"LDA-KF",0.238095238095238,0.533333333333333,21
"110",200,100,0,10,0.1,"LDA-KF",0.533333333333333,0.466666666666667,30
"111",200,100,0,11,0.1,"LDA-KF",0.0625,0.5,16
"112",200,100,0,12,0.1,"LDA-KF",0,0.433333333333333,13
"113",200,100,0,13,0.1,"LDA-KF",0.68,0.533333333333333,50
"114",200,100,0,14,0.1,"LDA-KF",0.272727272727273,0.533333333333333,22
"115",200,100,0,15,0.1,"LDA-KF",0.269230769230769,0.633333333333333,26
"116",200,100,0,16,0.1,"LDA-KF",0.0952380952380952,0.633333333333333,21
"117",200,100,0,17,0.1,"LDA-KF",0.16,0.7,25
"118",200,100,0,18,0.1,"LDA-KF",0,0.433333333333333,13
"119",200,100,0,19,0.1,"LDA-KF",0.25,0.6,24
"120",200,100,0,20,0.1,"LDA-KF",0.0625,0.5,16
"121",200,100,0,21,0.1,"LDA-KF",0.304347826086957,0.533333333333333,23
"122",200,100,0,22,0.1,"LDA-KF",0.454545454545455,0.6,33
"123",200,100,0,23,0.1,"LDA-KF",0.333333333333333,0.733333333333333,33
"124",200,100,0,24,0.1,"LDA-KF",0.527777777777778,0.566666666666667,36
"125",200,100,0,25,0.1,"LDA-KF",0.3,0.466666666666667,20
"126",200,100,0,26,0.1,"LDA-KF",0.419354838709677,0.6,31
"127",200,100,0,27,0.1,"LDA-KF",0.0625,0.5,16
"128",200,100,0,28,0.1,"LDA-KF",0,0.566666666666667,17
"129",200,100,0,29,0.1,"LDA-KF",0.307692307692308,0.6,26
"130",200,100,0,30,0.1,"LDA-KF",0.125,0.466666666666667,16
"131",200,100,0,31,0.1,"LDA-KF",0,0.6,18
"132",200,100,0,32,0.1,"LDA-KF",0.608695652173913,0.6,46
"133",200,100,0,33,0.1,"LDA-KF",0.157894736842105,0.533333333333333,19
"134",200,100,0,34,0.1,"LDA-KF",0,0.533333333333333,16
"135",200,100,0,35,0.1,"LDA-KF",0.166666666666667,0.5,18
"136",200,100,0,36,0.1,"LDA-KF",0.304347826086957,0.533333333333333,23
"137",200,100,0,37,0.1,"LDA-KF",0.142857142857143,0.4,14
"138",200,100,0,38,0.1,"LDA-KF",0.32258064516129,0.7,31
"139",200,100,0,39,0.1,"LDA-KF",0.222222222222222,0.7,27
"140",200,100,0,40,0.1,"LDA-KF",0.291666666666667,0.566666666666667,24
"141",200,100,0,41,0.1,"LDA-KF",0.484848484848485,0.566666666666667,33
"142",200,100,0,42,0.1,"LDA-KF",0.318181818181818,0.5,22
"143",200,100,0,43,0.1,"LDA-KF",0.583333333333333,0.5,36
"144",200,100,0,44,0.1,"LDA-KF",0.0833333333333333,0.366666666666667,12
"145",200,100,0,45,0.1,"LDA-KF",0,0.6,18
"146",200,100,0,46,0.1,"LDA-KF",0.333333333333333,0.533333333333333,24
"147",200,100,0,47,0.1,"LDA-KF",0.0769230769230769,0.4,13
"148",200,100,0,48,0.1,"LDA-KF",0.208333333333333,0.633333333333333,24
"149",200,100,0,49,0.1,"LDA-KF",0.318181818181818,0.5,22
"150",200,100,0,50,0.1,"LDA-KF",0.125,0.7,24
"151",200,100,0,51,0.1,"LDA-KF",0.125,0.7,24
"152",200,100,0,52,0.1,"LDA-KF",0.117647058823529,0.5,17
"153",200,100,0,53,0.1,"LDA-KF",0.40625,0.633333333333333,32
"154",200,100,0,54,0.1,"LDA-KF",0.5,0.4,24
"155",200,100,0,55,0.1,"LDA-KF",0.1,0.3,10
"156",200,100,0,56,0.1,"LDA-KF",0.19047619047619,0.566666666666667,21
"157",200,100,0,57,0.1,"LDA-KF",0.166666666666667,0.333333333333333,12
"158",200,100,0,58,0.1,"LDA-KF",0.15,0.566666666666667,20
"159",200,100,0,59,0.1,"LDA-KF",0.0588235294117647,0.533333333333333,17
"160",200,100,0,60,0.1,"LDA-KF",0.0555555555555556,0.566666666666667,18
"161",200,100,0,61,0.1,"LDA-KF",0.285714285714286,0.5,21
"162",200,100,0,62,0.1,"LDA-KF",0.285714285714286,0.5,21
"163",200,100,0,63,0.1,"LDA-KF",0.272727272727273,0.533333333333333,22
"164",200,100,0,64,0.1,"LDA-KF",0.125,0.7,24
"165",200,100,0,65,0.1,"LDA-KF",0.125,0.466666666666667,16
"166",200,100,0,66,0.1,"LDA-KF",0.0769230769230769,0.4,13
"167",200,100,0,67,0.1,"LDA-KF",0.529411764705882,0.533333333333333,34
"168",200,100,0,68,0.1,"LDA-KF",0.142857142857143,0.6,21
"169",200,100,0,69,0.1,"LDA-KF",0.388888888888889,0.733333333333333,36
"170",200,100,0,70,0.1,"LDA-KF",0.44,0.466666666666667,25
"171",200,100,0,71,0.1,"LDA-KF",0.0714285714285714,0.433333333333333,14
"172",200,100,0,72,0.1,"LDA-KF",0.375,0.666666666666667,32
"173",200,100,0,73,0.1,"LDA-KF",0,0.533333333333333,16
"174",200,100,0,74,0.1,"LDA-KF",0.0666666666666667,0.466666666666667,15
"175",200,100,0,75,0.1,"LDA-KF",0.4375,0.6,32
"176",200,100,0,76,0.1,"LDA-KF",0.181818181818182,0.6,22
"177",200,100,0,77,0.1,"LDA-KF",0,0.466666666666667,14
"178",200,100,0,78,0.1,"LDA-KF",0.173913043478261,0.633333333333333,23
"179",200,100,0,79,0.1,"LDA-KF",0.105263157894737,0.566666666666667,19
"180",200,100,0,80,0.1,"LDA-KF",0,0.466666666666667,14
"181",200,100,0,81,0.1,"LDA-KF",0.379310344827586,0.6,29
"182",200,100,0,82,0.1,"LDA-KF",0.272727272727273,0.533333333333333,22
"183",200,100,0,83,0.1,"LDA-KF",0.173913043478261,0.633333333333333,23
"184",200,100,0,84,0.1,"LDA-KF",0,0.533333333333333,16
"185",200,100,0,85,0.1,"LDA-KF",0.5,0.533333333333333,32
"186",200,100,0,86,0.1,"LDA-KF",0.321428571428571,0.633333333333333,28
"187",200,100,0,87,0.1,"LDA-KF",0.346153846153846,0.566666666666667,26
"188",200,100,0,88,0.1,"LDA-KF",0.157894736842105,0.533333333333333,19
"189",200,100,0,89,0.1,"LDA-KF",0.0625,0.5,16
"190",200,100,0,90,0.1,"LDA-KF",0,0.333333333333333,10
"191",200,100,0,91,0.1,"LDA-KF",0,0.366666666666667,11
"192",200,100,0,92,0.1,"LDA-KF",0,0.466666666666667,14
"193",200,100,0,93,0.1,"LDA-KF",0,0.333333333333333,10
"194",200,100,0,94,0.1,"LDA-KF",0.296296296296296,0.633333333333333,27
"195",200,100,0,95,0.1,"LDA-KF",0,0.666666666666667,20
"196",200,100,0,96,0.1,"LDA-KF",0.6,0.533333333333333,40
"197",200,100,0,97,0.1,"LDA-KF",0.548387096774194,0.466666666666667,31
"198",200,100,0,98,0.1,"LDA-KF",0.16,0.7,25
"199",200,100,0,99,0.1,"LDA-KF",0.378378378378378,0.766666666666667,37
"200",200,100,0,100,0.1,"LDA-KF",0.2,0.666666666666667,25
"201",200,100,0,1,0.15,"LDA-KF",0.531914893617021,0.733333333333333,47
"202",200,100,0,2,0.15,"LDA-KF",0.111111111111111,0.533333333333333,18
"203",200,100,0,3,0.15,"LDA-KF",0.157894736842105,0.533333333333333,19
"204",200,100,0,4,0.15,"LDA-KF",0.15,0.566666666666667,20
"205",200,100,0,5,0.15,"LDA-KF",0.133333333333333,0.433333333333333,15
"206",200,100,0,6,0.15,"LDA-KF",0.185185185185185,0.733333333333333,27
"207",200,100,0,7,0.15,"LDA-KF",0.5,0.5,30
"208",200,100,0,8,0.15,"LDA-KF",0.333333333333333,0.666666666666667,30
"209",200,100,0,9,0.15,"LDA-KF",0.423076923076923,0.5,26
"210",200,100,0,10,0.15,"LDA-KF",0.609756097560976,0.533333333333333,41
"211",200,100,0,11,0.15,"LDA-KF",0.19047619047619,0.566666666666667,21
"212",200,100,0,12,0.15,"LDA-KF",0.451612903225806,0.566666666666667,31
"213",200,100,0,13,0.15,"LDA-KF",0.594594594594595,0.5,37
"214",200,100,0,14,0.15,"LDA-KF",0.419354838709677,0.6,31
"215",200,100,0,15,0.15,"LDA-KF",0.1,0.6,20
"216",200,100,0,16,0.15,"LDA-KF",0.173913043478261,0.633333333333333,23
"217",200,100,0,17,0.15,"LDA-KF",0.166666666666667,0.5,18
"218",200,100,0,18,0.15,"LDA-KF",0.217391304347826,0.6,23
"219",200,100,0,19,0.15,"LDA-KF",0.214285714285714,0.733333333333333,28
"220",200,100,0,20,0.15,"LDA-KF",0,0.4,12
"221",200,100,0,21,0.15,"LDA-KF",0.333333333333333,0.533333333333333,24
"222",200,100,0,22,0.15,"LDA-KF",0.32,0.566666666666667,25
"223",200,100,0,23,0.15,"LDA-KF",0.227272727272727,0.566666666666667,22
"224",200,100,0,24,0.15,"LDA-KF",0.448275862068966,0.533333333333333,29
"225",200,100,0,25,0.15,"LDA-KF",0.1875,0.433333333333333,16
"226",200,100,0,26,0.15,"LDA-KF",0.441176470588235,0.633333333333333,34
"227",200,100,0,27,0.15,"LDA-KF",0.0588235294117647,0.533333333333333,17
"228",200,100,0,28,0.15,"LDA-KF",0.181818181818182,0.6,22
"229",200,100,0,29,0.15,"LDA-KF",0,0.466666666666667,14
"230",200,100,0,30,0.15,"LDA-KF",0.0625,0.5,16
"231",200,100,0,31,0.15,"LDA-KF",0,0.633333333333333,19
"232",200,100,0,32,0.15,"LDA-KF",0.392857142857143,0.566666666666667,28
"233",200,100,0,33,0.15,"LDA-KF",0.227272727272727,0.566666666666667,22
"234",200,100,0,34,0.15,"LDA-KF",0.0555555555555556,0.566666666666667,18
"235",200,100,0,35,0.15,"LDA-KF",0.238095238095238,0.533333333333333,21
"236",200,100,0,36,0.15,"LDA-KF",0.347826086956522,0.5,23
"237",200,100,0,37,0.15,"LDA-KF",0.238095238095238,0.533333333333333,21
"238",200,100,0,38,0.15,"LDA-KF",0.241379310344828,0.733333333333333,29
"239",200,100,0,39,0.15,"LDA-KF",0.130434782608696,0.666666666666667,23
"240",200,100,0,40,0.15,"LDA-KF",0.208333333333333,0.633333333333333,24
"241",200,100,0,41,0.15,"LDA-KF",0.513513513513513,0.6,37
"242",200,100,0,42,0.15,"LDA-KF",0.260869565217391,0.566666666666667,23
"243",200,100,0,43,0.15,"LDA-KF",0.651162790697674,0.5,43
"244",200,100,0,44,0.15,"LDA-KF",0.176470588235294,0.466666666666667,17
"245",200,100,0,45,0.15,"LDA-KF",0.136363636363636,0.633333333333333,22
"246",200,100,0,46,0.15,"LDA-KF",0.419354838709677,0.6,31
"247",200,100,0,47,0.15,"LDA-KF",0.347826086956522,0.5,23
"248",200,100,0,48,0.15,"LDA-KF",0.357142857142857,0.6,28
"249",200,100,0,49,0.15,"LDA-KF",0.392857142857143,0.566666666666667,28
"250",200,100,0,50,0.15,"LDA-KF",0.125,0.7,24
"251",200,100,0,51,0.15,"LDA-KF",0.185185185185185,0.733333333333333,27
"252",200,100,0,52,0.15,"LDA-KF",0.0714285714285714,0.433333333333333,14
"253",200,100,0,53,0.15,"LDA-KF",0.333333333333333,0.733333333333333,33
"254",200,100,0,54,0.15,"LDA-KF",0.444444444444444,0.5,27
"255",200,100,0,55,0.15,"LDA-KF",0.294117647058824,0.4,17
"256",200,100,0,56,0.15,"LDA-KF",0.105263157894737,0.566666666666667,19
"257",200,100,0,57,0.15,"LDA-KF",0.285714285714286,0.5,21
"258",200,100,0,58,0.15,"LDA-KF",0,0.533333333333333,16
"259",200,100,0,59,0.15,"LDA-KF",0.173913043478261,0.633333333333333,23
"260",200,100,0,60,0.15,"LDA-KF",0.0555555555555556,0.566666666666667,18
"261",200,100,0,61,0.15,"LDA-KF",0.441176470588235,0.633333333333333,34
"262",200,100,0,62,0.15,"LDA-KF",0.470588235294118,0.6,34
"263",200,100,0,63,0.15,"LDA-KF",0.413793103448276,0.566666666666667,29
"264",200,100,0,64,0.15,"LDA-KF",0.214285714285714,0.733333333333333,28
"265",200,100,0,65,0.15,"LDA-KF",0.0588235294117647,0.533333333333333,17
"266",200,100,0,66,0.15,"LDA-KF",0.25,0.4,16
"267",200,100,0,67,0.15,"LDA-KF",0.481481481481481,0.466666666666667,27
"268",200,100,0,68,0.15,"LDA-KF",0.1,0.6,20
"269",200,100,0,69,0.15,"LDA-KF",0.463414634146341,0.733333333333333,41
"270",200,100,0,70,0.15,"LDA-KF",0.375,0.5,24
"271",200,100,0,71,0.15,"LDA-KF",0.375,0.5,24
"272",200,100,0,72,0.15,"LDA-KF",0.1,0.6,20
"273",200,100,0,73,0.15,"LDA-KF",0.117647058823529,0.5,17
"274",200,100,0,74,0.15,"LDA-KF",0.210526315789474,0.5,19
"275",200,100,0,75,0.15,"LDA-KF",0.285714285714286,0.666666666666667,28
"276",200,100,0,76,0.15,"LDA-KF",0.441176470588235,0.633333333333333,34
"277",200,100,0,77,0.15,"LDA-KF",0,0.5,15
"278",200,100,0,78,0.15,"LDA-KF",0.05,0.633333333333333,20
"279",200,100,0,79,0.15,"LDA-KF",0.263157894736842,0.466666666666667,19
"280",200,100,0,80,0.15,"LDA-KF",0.318181818181818,0.5,22
"281",200,100,0,81,0.15,"LDA-KF",0.577777777777778,0.633333333333333,45
"282",200,100,0,82,0.15,"LDA-KF",0.44,0.466666666666667,25
"283",200,100,0,83,0.15,"LDA-KF",0.291666666666667,0.566666666666667,24
"284",200,100,0,84,0.15,"LDA-KF",0.28,0.6,25
"285",200,100,0,85,0.15,"LDA-KF",0.36,0.533333333333333,25
"286",200,100,0,86,0.15,"LDA-KF",0.227272727272727,0.566666666666667,22
"287",200,100,0,87,0.15,"LDA-KF",0.428571428571429,0.666666666666667,35
"288",200,100,0,88,0.15,"LDA-KF",0.181818181818182,0.6,22
"289",200,100,0,89,0.15,"LDA-KF",0.291666666666667,0.566666666666667,24
"290",200,100,0,90,0.15,"LDA-KF",0,0.333333333333333,10
"291",200,100,0,91,0.15,"LDA-KF",0.2,0.4,15
"292",200,100,0,92,0.15,"LDA-KF",0,0.533333333333333,16
"293",200,100,0,93,0.15,"LDA-KF",0.166666666666667,0.5,18
"294",200,100,0,94,0.15,"LDA-KF",0.0909090909090909,0.666666666666667,22
"295",200,100,0,95,0.15,"LDA-KF",0.0952380952380952,0.633333333333333,21
"296",200,100,0,96,0.15,"LDA-KF",0.486486486486487,0.633333333333333,37
"297",200,100,0,97,0.15,"LDA-KF",0.483870967741935,0.533333333333333,31
"298",200,100,0,98,0.15,"LDA-KF",0.241379310344828,0.733333333333333,29
"299",200,100,0,99,0.15,"LDA-KF",0.371428571428571,0.733333333333333,35
"300",200,100,0,100,0.15,"LDA-KF",0.285714285714286,0.666666666666667,28
"301",200,100,0,1,0.2,"LDA-KF",0.565217391304348,0.666666666666667,46
"302",200,100,0,2,0.2,"LDA-KF",0.28,0.6,25
"303",200,100,0,3,0.2,"LDA-KF",0.604651162790698,0.566666666666667,43
"304",200,100,0,4,0.2,"LDA-KF",0.428571428571429,0.666666666666667,35
"305",200,100,0,5,0.2,"LDA-KF",0.222222222222222,0.466666666666667,18
"306",200,100,0,6,0.2,"LDA-KF",0.16,0.7,25
"307",200,100,0,7,0.2,"LDA-KF",0.722222222222222,0.5,54
"308",200,100,0,8,0.2,"LDA-KF",0.192307692307692,0.7,26
"309",200,100,0,9,0.2,"LDA-KF",0.451612903225806,0.566666666666667,31
"310",200,100,0,10,0.2,"LDA-KF",0.647058823529412,0.6,51
"311",200,100,0,11,0.2,"LDA-KF",0.272727272727273,0.533333333333333,22
"312",200,100,0,12,0.2,"LDA-KF",0.448275862068966,0.533333333333333,29
"313",200,100,0,13,0.2,"LDA-KF",0.753846153846154,0.533333333333333,65
"314",200,100,0,14,0.2,"LDA-KF",0.19047619047619,0.566666666666667,21
"315",200,100,0,15,0.2,"LDA-KF",0.238095238095238,0.533333333333333,21
"316",200,100,0,16,0.2,"LDA-KF",0.130434782608696,0.666666666666667,23
"317",200,100,0,17,0.2,"LDA-KF",0.111111111111111,0.533333333333333,18
"318",200,100,0,18,0.2,"LDA-KF",0.125,0.7,24
"319",200,100,0,19,0.2,"LDA-KF",0.428571428571429,0.666666666666667,35
"320",200,100,0,20,0.2,"LDA-KF",0.0625,0.5,16
"321",200,100,0,21,0.2,"LDA-KF",0.461538461538462,0.7,39
"322",200,100,0,22,0.2,"LDA-KF",0.117647058823529,0.5,17
"323",200,100,0,23,0.2,"LDA-KF",0.433333333333333,0.566666666666667,30
"324",200,100,0,24,0.2,"LDA-KF",0.407407407407407,0.533333333333333,27
"325",200,100,0,25,0.2,"LDA-KF",0.31578947368421,0.433333333333333,19
"326",200,100,0,26,0.2,"LDA-KF",0.263157894736842,0.466666666666667,19
"327",200,100,0,27,0.2,"LDA-KF",0.2,0.533333333333333,20
"328",200,100,0,28,0.2,"LDA-KF",0.0952380952380952,0.633333333333333,21
"329",200,100,0,29,0.2,"LDA-KF",0.407407407407407,0.533333333333333,27
"330",200,100,0,30,0.2,"LDA-KF",0.363636363636364,0.466666666666667,22
"331",200,100,0,31,0.2,"LDA-KF",0,0.666666666666667,20
"332",200,100,0,32,0.2,"LDA-KF",0.68421052631579,0.6,57
"333",200,100,0,33,0.2,"LDA-KF",0.333333333333333,0.6,27
"334",200,100,0,34,0.2,"LDA-KF",0,0.533333333333333,16
"335",200,100,0,35,0.2,"LDA-KF",0.2,0.533333333333333,20
"336",200,100,0,36,0.2,"LDA-KF",0.333333333333333,0.666666666666667,30
"337",200,100,0,37,0.2,"LDA-KF",0.176470588235294,0.466666666666667,17
"338",200,100,0,38,0.2,"LDA-KF",0.233333333333333,0.766666666666667,30
"339",200,100,0,39,0.2,"LDA-KF",0.136363636363636,0.633333333333333,22
"340",200,100,0,40,0.2,"LDA-KF",0.514285714285714,0.566666666666667,35
"341",200,100,0,41,0.2,"LDA-KF",0.512820512820513,0.633333333333333,39
"342",200,100,0,42,0.2,"LDA-KF",0.296296296296296,0.633333333333333,27
"343",200,100,0,43,0.2,"LDA-KF",0.666666666666667,0.533333333333333,48
"344",200,100,0,44,0.2,"LDA-KF",0.28,0.6,25
"345",200,100,0,45,0.2,"LDA-KF",0.05,0.633333333333333,20
"346",200,100,0,46,0.2,"LDA-KF",0.285714285714286,0.5,21
"347",200,100,0,47,0.2,"LDA-KF",0.571428571428571,0.6,42
"348",200,100,0,48,0.2,"LDA-KF",0.227272727272727,0.566666666666667,22
"349",200,100,0,49,0.2,"LDA-KF",0.346153846153846,0.566666666666667,26
"350",200,100,0,50,0.2,"LDA-KF",0.142857142857143,0.6,21
"351",200,100,0,51,0.2,"LDA-KF",0.16,0.7,25
"352",200,100,0,52,0.2,"LDA-KF",0,0.433333333333333,13
"353",200,100,0,53,0.2,"LDA-KF",0.5625,0.7,48
"354",200,100,0,54,0.2,"LDA-KF",0.516129032258065,0.5,31
"355",200,100,0,55,0.2,"LDA-KF",0.266666666666667,0.366666666666667,15
"356",200,100,0,56,0.2,"LDA-KF",0.1,0.6,20
"357",200,100,0,57,0.2,"LDA-KF",0.363636363636364,0.466666666666667,22
"358",200,100,0,58,0.2,"LDA-KF",0.28,0.6,25
"359",200,100,0,59,0.2,"LDA-KF",0.15,0.566666666666667,20
"360",200,100,0,60,0.2,"LDA-KF",0.24,0.633333333333333,25
"361",200,100,0,61,0.2,"LDA-KF",0.513513513513513,0.6,37
"362",200,100,0,62,0.2,"LDA-KF",0.470588235294118,0.6,34
"363",200,100,0,63,0.2,"LDA-KF",0.392857142857143,0.566666666666667,28
"364",200,100,0,64,0.2,"LDA-KF",0.285714285714286,0.833333333333333,35
"365",200,100,0,65,0.2,"LDA-KF",0.15,0.566666666666667,20
"366",200,100,0,66,0.2,"LDA-KF",0.333333333333333,0.466666666666667,21
"367",200,100,0,67,0.2,"LDA-KF",0.583333333333333,0.5,36
"368",200,100,0,68,0.2,"LDA-KF",0.392857142857143,0.566666666666667,28
"369",200,100,0,69,0.2,"LDA-KF",0.405405405405405,0.733333333333333,37
"370",200,100,0,70,0.2,"LDA-KF",0,0.2,6
"371",200,100,0,71,0.2,"LDA-KF",0.1875,0.433333333333333,16
"372",200,100,0,72,0.2,"LDA-KF",0.269230769230769,0.633333333333333,26
"373",200,100,0,73,0.2,"LDA-KF",0.0476190476190476,0.666666666666667,21
"374",200,100,0,74,0.2,"LDA-KF",0.157894736842105,0.533333333333333,19
"375",200,100,0,75,0.2,"LDA-KF",0.354838709677419,0.666666666666667,31
"376",200,100,0,76,0.2,"LDA-KF",0.28,0.6,25
"377",200,100,0,77,0.2,"LDA-KF",0.111111111111111,0.533333333333333,18
